,text,Onlynouns,selectednouns
4169,次東京が実施多子負担軽減制度お答えし制度は子ども持つ世帯いわゆる多子世帯が保育利用負担第以降の保育の負担軽減安心して子ども産み育てるができる環境整備目的おり市といたしましては市長通じて東京多子世帯の負担の軽減対支援要望してきた経緯もございから幼児教育・保育の無償とあわせた実施対応図ってまいりたいと考えており,"['次東京', '制度', '子ども', '世帯', '多子世帯', '保育利用負担', '以降', '保育', '負担軽減安心', '子ども', '環境整備目的', '市', '東京多子世帯', '負担', '軽減対支援要望', '経緯', '幼児教育', '保育', '無償', '実施対応']",['幼児教育']
4170,最後市民サービスの向上お答えし婚姻や出生の提出などお届けいただく方々への記念となるサービスの取り組みつきましてはこれまで調査研究実施してまいり本市おきましても令和元年の初日となる５月記念写真コーナー設置し婚姻届出提出される多くの方々も利用いただきおで記念写真撮られたりは閉庁もかかわらず記念の写真撮影目的されるもいらっしゃい記念写真コーナーの設置つきましては今回の実績ができるか検討してまいり婚姻や出生のオリジナル制作つきましては届け出も記念お祝い傾向がほか自治体の記念事業などの取り入れる団体も多くなっていると認識しておりオリジナル婚姻つきましては制作手法などもさまざまでから本市おきましても検討してまいり,"['最後市民サービス', '婚姻', '出生', '提出', '方々', '記念', 'サービス', '取り組み', '調査研究実施', '市', '令和元年', '初日', '5月記念写真コーナー設置', '婚姻届出提出', '多く', '方々', '利用', '記念写真', '閉庁', '記念', '写真撮影目的', 'いらっしゃい記念写真コーナー', '設置', '今回', '実績', '検討', '婚姻', '出生', 'オリジナル制作', '届け出', '記念お祝い傾向', 'ほか自治体', '記念事業', '団体', '認識', 'オリジナル婚姻', '制作手法', 'さまざま', '市', '検討']",
4171,	:◯教育（）防犯・交通安全対策お答えし先般川崎おいて通学途中の小学生含む多数のが犠牲となる大変痛ましい事件が発生いたし本市の教育全般担う立場事件重く受けとめ深い衝撃と憤り感じるととも犠牲となられた方々の冥福とも早い回復お祈りいたし私は事件の一報受け直ち教育委員の管理招集し情報共有図るととも関係各課と連携し可能な対応協議いたし教育委員といたしましては事件の重大鑑み各小中学校おける当面の対応登下校の危険箇所の確認や防犯ブザーの活用など児童生徒の安全確保徹底さら学校敷地部外がみだり侵入ない校内活動の安全確保もあわせて徹底文書で小中学校長対し通知いたし今後の取り組み通学おける防犯カメラの検証市立小学校よる通学安全点検よる危険箇所の把握と対応学校や警察よる児童生徒対登下校及び外出の防犯交通安全教育など実施してまいりとりわけ防犯関しては警察や防犯活動団体と緊密な連携図るほか保護地域の皆様の見守りよる抑止高め犯罪起こさせないまちの視点が重要でから防災行政無線や教育広報通じて登下校おける見守りへの協力呼びかけ地域の見守り体制の整備取り組んでまいり５月で貴党からいただき緊急要望受けとめ引き続き学校保護地域の皆様関係機関などと連携し通学の安全対策努めてまいり,"['', '◯教育防犯', '先般川崎', '通学途中', '小学生', '多数の', '犠牲', '大変', '事件', '発生', '市', '教育全般', '立場事件', '衝撃', '犠牲', '方々', '冥福', '回復お祈り', '事件', '一報', '教育委員', '管理招集', '情報共有', '関係各課', '連携', '可能', '対応協議', '教育委員', '事件', '重大', '小中学校', '当面', '対応登下校', '危険箇所', '確認', '防犯ブザー', '活用', '児童生徒', '安全確保徹底さら学校敷地部外', '侵入', '校内活動', '安全確保', '徹底文書', '小中学校長', '通知', '今後', '取り組み通学', '防犯カメラ', '検証市立小学校', '通学安全点検', '危険箇所', '把握', '対応学校', '警察', '児童生徒対登下校', '外出', '防犯交通安全教育', '実施', '防犯', '警察', '防犯活動団体', '緊密', '連携', 'ほか保護地域', '抑止高め犯罪', 'まち', '視点', '重要', '防災行政無線', '教育広報', '登下校', '協力', '地域', '体制', '整備', '5月', '党', 'いただき緊急要望', '学校保護地域', '連携', '通学', '安全対策']",['防犯カメラ']
4172,次スクールロイヤー制度お答えいたし市立小中学校おける相談体制といたしましては学校からの相談受けた場合教育委員が検討し学校へ指導助言しており特学校現場で起きた事故の困難事例法的見地からの対応が必要な場合教育委員が市の顧問弁護士などよる助言受け学校と連携して対応しており近年弁護士でスクールロイヤー学校などへ配置して法的助言受けながら適切な対応目指す自治体がござい学校で発生諸問題対し初期対応や未然防止効果でほか問題の早期解決もつながる可能が学校と保護の双方とって有効な制度となり得ると考えており教員が本来の職務で教育活動専念できるは何も子どもとっての最善の利益となるでござい教育委員といたしましてはスクールロイヤー制度関して先進事例参考研究してまいりたいと考えており,"['市立小中学校', '相談体制', '学校', '相談', '場合教育委員', '検討', '学校', '指導助言', '特学校現場', '事故', '困難事例法的見地', '対応', '必要', '場合教育委員', '市', '顧問弁護士', '助言', '学校', '連携', '対応', '近年弁護士', 'スクールロイヤー学校', '配置', '法的助言', '適切', '対応', '自治体', '学校', '発生', '問題', '初期対応', '未然防止効果', 'ほか問題', '早期解決', '可能', '学校', '保護', '双方', '有効', '制度', '教員', '本来', '職務', '教育活動専念', '子ども', '最善', '利益', '教育委員', 'スクールロイヤー制度', '先進事例参考研究']",
4173,	:◯健康福祉部長（）市長補足して答弁申し上げ,[''],
4174,いこいーなサロンの整備状況でございが市内全町整備目標掲げておりが現在市内対してでの整備となっており目標まだ届いていないが現状でござい登録団体は昨年の団体から団体ふえ本年４月現在で団体となっており,"['いこいー', 'サロン', '整備状況', '市内', '町整備目標', '現在市内', '整備', '目標', '現状', '登録団体', '昨年', '団体', '団体ふえ本年4月現在', '団体']",
4175,"次健康体操教室の申し込み状況でございが今年度前期の申込は,受講決定は,残念ながら落選されたはでござい落選されてしまったの申し込み辞退繰り上げで受講となったや他の体操の教室申し込まれたなど除きと現在の待機はとなっているございなお前期の待機の方々つきましては後期のお申し込みの優先受講していただくおりまして通じて待機となるない対応してまいり","['健康体操教室', '申し込み状況', '今年度前期', '申込', ',受講決定', ',残念', '落選', '落選', '申し込み辞退', '受講', '他', '体操', '教室', '現在', '待機', '前期', '待機', '方々', '後期', '申し込み', '優先受講', '待機', '対応']",
4176,	:◯市民部長（）記念写真コーナーの設置関しまして市長補足してお答え申し上げ５月令和の初日婚姻の来庁されたはでござい昨年度の婚姻届出はで約でございので非常多くのの届け出があったござい日付が変わった直後の午前からほどの間の届け出がござい当日は受付窓口体制も増員いた長時間お待たせはございませんが婚姻届出おでお持ちなって記念撮影も多く記念写真コーナーつきましては市民の皆様喜んでいただけたと考えており当日は庁舎管理部署からも職員増員し来庁の皆様の整理や写真撮影の対応なども行ったございが今回の設置関しましては設置場所の選定や警備も含めた安全のほかサポート体制などの課題も改めて認識ございな状況踏まえ関係部署との協議踏まえができるか検討してまいりたいと考えており,"['', '◯市民部長記念写真コーナー', '設置', '5月令和', '初日婚姻', '庁', '昨年度', '婚姻届出', '非常', '届け出', '日付', '直後', '午前', '間', '届け出', '当日', '受付窓口体制', '増員', '長時間', '婚姻', '記念撮影', '記念写真コーナー', '市民', '当日', '庁舎管理部署', '職員増員', '庁', '整理', '写真撮影', '対応', '今回', '設置', '設置場所', '選定', '警備', '安全', 'ほかサポート体制', '課題', '認識', '状況', '関係部署', '協議', '検討']",
4177,	:◯（）多くの答弁がとうございそれ進めさせていただきたいと,"['', '◯多く']",
4178,防犯及び交通安全対策対策つきましては先ほど答弁いただいており市長及び教育強いリーダーシップが非常重要だ思っており早期の実現向けて取り組みもさまざま紹介していただきので今後の方向も確認ができ要望つきましても今後の取り組みので反映されている理解させていただき今後は行政教育委員学校保護地域が一丸となる体制いかつくっていけるかのが重要だと今回の件受けまして地域回らせていただき保護のから非常不安だと通学の安全対策してほしいここが危ないこういうが暗いこういったお声もいただいてきで今回の事件受けて私何かできないか私も子ども守りたいこういったお声も多くいただいたございいう意味で要望もさせていただいており危険箇所改善これまでも申し上げてまいりがこういったしっかり公表仕組みつくって情報の共有図っていくべき考え見解伺い,"['防犯', '交通安全対策対策', '教育', 'リーダーシップ', '非常重要', '早期', '実現', '取り組み', 'さまざま紹介', '今後', '方向', '確認', '要望', '今後', '反映', '理解', '今後', '行政教育委員学校保護地域', '一丸', '体制', '重要', '今回', '件', '地域', '保護の', '非常不安', '通学', '安全対策', '声', '今回', '事件', '私何', '子ども', '声', '意味', '要望', '危険箇所改善これ', '公表仕組み', '情報', '共有', '考え見解伺い']",
4179,市外通学されている子ど保護のからさまざまお伺いが不審情報などの提供今配慮がなされているか不審情報が入りと学校から情報学校一斉配信メール使って保護伝える理解してい情報市外の支援学校通っている保護の私立の学校通っている保護の伝える登録して伝えるな仕組みがつくれるかどうかこういったも進めていくべきだと非常要望が多いからこれ見解伺い,"['市外通学', '子', '保護の', 'さまざま', '伺い', '不審情報', '提供', '配慮', '不審情報', '学校', '情報学校一斉配信メール', '保護', '理解', '情報市外', '支援学校', '保護', '私立', '学校', '保護', '登録', '仕組み', '非常要望', 'これ見解伺い']",
4180,次防災対策市民団体との働は今後進めていくで避難施設管理運営ガイドラインの見直しも行っていくお話もござい避難運営協議しっかり支援していく取り組みで答弁もいただいておりのでしっかりと今後進捗確認させていただきたいと避難開設キットつきましては答弁があった他自治体でも取り組みが多く始まっているキットの特徴は時系列でやるべき説明作業の説明がされていてやるべきが順序立てられて色分けしてファイル入っているこういうな形なっておりましてイラストとか写真使ってぱっと見てもいわゆる避難での流れなが視覚も直観も非常わかりやすいとなってい文京こういったキット使って協議のとともワークショップ開催り訓練活用りでいうでの議論訓練などの実施踏まえて各避難の特性合わせたキット整備しており協議の進捗の差の解消向けても非常効果で考えておりのでぜひ他市の事例も検証していただきながら導入向けて検討していただきたいここ求めさせていただき,"['防災対策市民団体', '働', '今後', '避難施設管理運営ガイドライン', '見直し', 'お話', '避難運営協議', '支援', '取り組み', '今後進捗確認', '避難開設キット', '自治体', '取り組み', 'キット', '特徴', '時系列', '説明作業', '説明', '順序', '色分け', 'ファイル', '形', 'イラスト', '写真', '避難', '流れ', '視覚', '直観', '非常', '文京', 'キット', '協議の', 'ワークショップ開催', '訓練活用', '議論訓練', '実施', '避難', '特性', 'キット整備', '協議', '進捗', '差', '解消', '非常効果', '市', '事例', '検証', '導入', '検討']",['避難運営協議']
4181,次避難関連してさせていただき市内避難広場が指定されており民間所有のグラウンドや学校施設の運動いわゆる学校はないグラウンドだけがな場所も指定されており市内の北部地域ちょうどひばりが丘の北同じな条件で私立の学校のグラウンドがございただ指定はされておりません今後の防災対策いわゆる避難の充実は非常重要だと意味で避難広場災害協定結ぶべき考えておりが見解伺い,"['避難関連', '市内避難広場', '指定', '民間所有', 'グラウンド', '学校施設', '運動', '学校', 'グラウンド', '場所', '指定', '市内', '北部地域', 'ひばりが丘', '北同じ', '条件', '私立', '学校', 'グラウンド', '指定', '今後', '防災対策', '避難', '充実', '非常重要', '意味', '避難広場災害協定', '見解伺い']",
4182,もうは本年度改定された障害基本計画障害特性配慮して安心して避難生活送るができる施設の充実検討なっておりも現状見解お伺いいたし,"['年度改定', '障害基本計画障害特性配慮', '安心', '避難生活', '施設', '充実検討', '現状見解']",
4183,次公共施設の目的利用つきましては関係部署よる会議が開かれた間さまざま取り上げさせていただきまして答弁もいただいてまいりがこういった会議が開かれたで進んだな横断な検討期待しており目的利用進めていくどういったが課題想定されているか制度の課題なども含めてお伺いし市内北部地域の公共施設の量の不足指摘させていただいておりが上で既存施設の有効活用のほか都営アパートの集会や民間施設などの利用もしっかりと進めていくべき申し上げてまいり現状お伺いいたし,"['公共施設', '目的利用', '関係部署', '会議', '間さまざま', '会議', '横断', '検討期待', '目的利用', '課題想定', '制度', '課題', '市内北部地域', '公共施設', '量', '不足指摘', '上', '既存施設', '有効活用', 'ほか都営アパート', '集会', '民間施設', '利用', '現状']",
4184,次高齢福祉若年認知の方々の支援お伺いし認知の支援部会で議論されたので詳細お伺いいたし間高齢支援が担当認識しておりが高齢支援だけなくて他部署としっかりと連携協力で人数など実態把握当事者家族のニーズの把握行うべきでないか申し上げてまいり現状伺い,"['高齢福祉若年認知', '方々', '支援', '伺い', '認知', '支援部会', '議論', '詳細', '間高齢支援', '担当認識', '高齢支援', '部署', '連携協力', '人数', '実態把握当事者家族', 'ニーズ', '把握', '現状伺い']",
4185,次いこいーなサロンも私も運営されているからさまざまお声伺っており特場所の確保お話私はよくお伺いしているサロンの拡大目指すで継続して運営していただく各団体が今直面している課題説明の年交換のなやっている答弁だったともう少し丁寧しっかりと運営されているのお声把握して解消向けた支援検討していくべきだと見解伺い,"['次いこいー', 'サロン', '運営', 'さまざま', '声', '特場所', '確保お話私', '伺い', 'サロン', '拡大', '継続', '運営', '団体', '直面', '課題説明', '年交換', '丁寧', '運営', '声把握', '解消', '支援検討', '見解伺い']",
4186,次幼児教育の無償でござい無認可幼稚園施設つきましては間の基準達していると認め負担軽減事業実施してきた経緯など踏まえ見直ししていくな答弁であったとので要望方向で検討されると判断いたし食材主食つきましては国の方針基本としつつ取り扱いの見直しや免除の対象制度設計していくとの国の方針基本としつつ全ての子どもの高い幼児教育保障が幼児教育の無償の目的でもござい趣旨沿った制度設計求めては終わり,"['幼児教育', '無償', '認可幼稚園施設', '間', '基準', '負担軽減事業実施', '経緯', '見直し', '要望方向', '検討', '判断', '食材主食', '国', '方針基本', '取り扱い', '見直し', '免除', '対象制度設計', '国', '方針基本', '全て', '子ども', '幼児教育保障', '幼児教育', '無償', '目的', '趣旨', '制度設計']","['幼児教育', '幼児教育', '制度設計']"
4187,"次記念写真コーナーの設置なんがないのでいろいろ紹介かっただけ立川の取り組み紹介いと立川はオリジナルなくてプレミアム婚姻でスタートしておりこれは若手職員のの発想だプレミアム婚姻販売してい表紙は型抜きされていて出の写真張るができて中開くと婚姻の用紙が複写なっていて上の婚姻用紙だけ提出して台紙写っているは持って帰れるだ市内で販売しておりまして市外のでも購入提出もしていただける立川は産業振興でたちかわ輝く個アワードの商店の活性でやっている立川市役所の記念写真撮影コーナーで撮った写真店舗で提示しと特典受けるができる取り組みしていこれまで約,の販売実績だ伺った立川の職員のはプレミアム婚姻の購入と届け出と立川訪れていただけるとこういう仕組みが構築されていて交流人口がふえている特典利用されるも多いで地域振興や産業振興寄与している取り組みでなお話いただき出生はでもやっているは少ない答弁今年度は昭島でこれもプレミアム出生でスタートしており市民の方が地域愛着持ち市外のも来ていただけるなこういった市民サービスは積極進めるべきと考えが改めて市のお伺いいたし","['記念写真コーナー', '設置なん', '紹介', '立川', '取り組み紹介', '立川', 'オリジナル', 'プレミアム婚姻', 'スタート', '若手職員', '発想', 'プレミアム婚姻販売', '表紙', '型抜き', '出', '写真', '中', '婚姻', '用紙', '複写', '上', '婚姻用紙', '提出', '台紙', '市内', '販売', '市外', '購入提出', '立川', '産業振興', '個アワード', '商店', '活性', '立川市役所', '記念写真撮影コーナー', '写真店舗', '提示', '特典', '取り組み', ',', '販売実績', '立川', '職員の', 'プレミアム婚姻', '購入', '届け出', '立川', '仕組み', '構築', '交流人口', '特典利用', '地域振興', '産業振興寄与', '取り組み', '話いただき出生', '昭島', 'プレミアム出生', 'スタート', '市民', '地域愛着持ち市外の', '市民サービス', '積極', '考え', '市']",
4188,お願いいたし,['お願い'],
4189,	:◯教育特命担当部長（）お答えさせていただき,[''],
4190,通学の安全点検の公表でござい通学の安全点検の結果の状況でございが効果な周知方法検討しつつ市のホームページなどで公表してまいりたいと考えており,"['通学', '安全点検', '公表', '通学', '安全点検', '結果', '状況', '効果', '周知方法検討', '市', 'ホームページ', '公表']",
4191,次学校一斉メール配信システムお答えいたし学校配信している一斉メール配信は不審情報だけでなく運動会や遠足の実施の可否の情報や移動教室からの帰着時間などの情報保護の対象発信しており私立の学校通っているお子様つきましては現在各学校で行っている一斉メール配信システムの対象となってはございませんが今後不審情報情報発信の市長部局と検討してまいりたいと考えておりなお特別支援学校通っているお子様つきましては副籍制度活用で登録している学校の一斉メール配信受けるができると考えており,"['学校配信', '一斉メール配信', '不審情報', '運動会', '遠足', '実施', '可否', '情報', '移動教室', '帰着時間', '情報保護', '対象発信', '私立', '学校', 'お子様', '現在', '学校', '一斉メール配信システム', '対象', '今後不審情報情報発信', '検討', '特別支援学校', 'お子様', '籍制度活用', '登録', '学校', '一斉メール配信']",['運動会']
4192,	:◯危機管理室長（田喜知和仁君）災害協定締結の再お答えいたし市内民間のグラウンド避難広場指定の災害協定の締結でございが過去避難広場の指定向けて所有と協議させていただいたがございが締結至らなかった経緯がございしかしながら社会情勢の変化など状況の変化も見込まれるから地域の皆様の安全・安心確保で再度働きかけ行ってまいりたいと考えており,"['', '市内民間', 'グラウンド避難広場指定', '災害協定', '締結', '過去避難広場', '指定', '所有', '協議', '締結', '経緯', '社会情勢', '変化', '状況', '変化', '地域', '安全', '安心確保', '働きかけ']",
4193,	:◯ささえあい・健康担当部長（）障害のの緊急の避難でござい災害おける安全対策つきましては方の四肢の状況応じた適切な対策の検討行っていく必要がのかな考えているござい本人の状況ましては必要な支援があれば学校避難施設での避難生活が可能なやバリアフリーはじめと施設での配慮が必要ななど対応もさまざまで考えられるから関係と連携しつつきめ細かい対応ができるな体制の充実努めてまいりたい考えており,"['', '◯', '健康担当部長障害', 'の緊急', '避難', '災害', '安全対策', '方', '四肢', '状況', '適切', '対策', '検討', '必要', 'かな', '本人', '状況', '必要', '支援', '学校避難施設', '避難生活', '可能', 'バリアフリーはじめ', '施設', '配慮', '必要', '対応', 'さまざま', '関係', '連携', '対応', '体制', '充実']",['災害']
4194,	:◯企画部長（）公共施設の目的利用お答えさせていただきからこれまでも公共施設の有効活用で施設の目的利用だけでなく市が所有の施設こういったの活用も着目されてさまざまな頂戴しており私といたしましても施設の目的利用含む有効活用つきましては必要認識しておりので先進団体の取り組みなど参考しながら引き続き検討してまいり課題でござい時間の利用伴い空調設備いはセキュリティの課題いわゆる管理運営の課題考慮必要がと考えており施設の目的利用当たりましては施設整備当たりまして当該施設の目的沿った補助受けているケースがございので転用場合補助の返還の請求の可能がので課題整理しつつ検討必要がふう認識しており,"['', '◯企画部長公共施設', '公共施設', '有効活用', '施設', '目的利用', '市', '所有', '施設', '活用', '着目', 'さまざま', '頂戴', '施設', '目的利用', '有効活用', '必要認識', '先進団体', '取り組み', '参考', '検討', '課題', '時間', '利用', '空調設備い', 'セキュリティ', '課題', '管理運営', '課題考慮必要', '施設', '目的利用', '施設整備', '当該施設', '目的', '補助', 'ケース', '転用場合補助', '返還', '請求', '可能', '課題整理', '検討必要', '認識']",
4195,	:◯生活文化スポーツ部長（）引き続きまして北部地域おける都営アパートの集会の利用の確認状況お答え申し上げ都営アパートの集会つきましては都営アパート自治の代表の地域の方々よる使用の可能お話させていただいておりで使用これは光熱の負担でございが使用が発生や自治内部での合意形成などこれはルールいう課題ががわかったござい民間事業が所有し会議の使用の可否つきましては先方確認いたしが残念ながらセキュリティの関係一般の市民の皆様の使用供は困難との回答いただいたござい引き続き他機関が所有し施設の活用の可能探ってまいりたいと考えており,"['', '◯生活文化スポーツ部長', '北部地域', '都営アパート', '集会', '利用', '都営アパート', '集会', '都営アパート自治', '代表', '地域', '方々', '使用', '可能お話', '使用これ', '光熱', '負担', '使用', '発生', '自治内部', '合意形成', 'ルール', '課題', '民間事業', '所有', '会議', '使用', '可否', '先方確認', '残念', 'セキュリティ', '関係一般', '市民', '使用供', '困難', '回答', '機関', '所有', '施設', '活用', '可能']",
4196,	:◯健康福祉部長（）若年認知のの実態把握つきましては具体検討進めてまいりたいと街いこいーなサロンの運営つきましては運営とよく話し合ってまいり,"['', '◯健康福祉部長若年認知', '実態把握', '具体検討', '街いこいー', 'サロン', '運営', '運営']",
4197,	:◯議長（のり）もちましての一般終わり,"['', '一般']",
4198,次許し,['許し'],
4199,〔登壇〕,[],
4200,	:◯（）それ一般行わせていただき,"['', '◯それ一般']",
4201,の合併誕生西東京は令和１月市制施行迎え本年度事業の実施向けた検討行うとが市長はの本市の歩みどの評価しコンセプトで行事の検討進めるか新たなスタート課題意識持って今後のまち進めていくかお示し先日ＪＵＮＳＫＹＷＡＬＫＥＲ（Ｓ）の認定記念のイベントが開催され本市ゆかりのロックバンドＪＵＮＳＫＹＷＡＬＫＥＲ（Ｓ）と市内事業の方々で結成されたチーム西東京の皆さんがまちのぎわいづくりの一環開催しバンドメンバーの皆さんからも本市へのや子どもとの交流提案があったと認識しておりこう取り組みへの市長の所見,"['合併誕生西東京', '令和1月市制施行', '年度事業', '実施', '検討', '市', '評価', 'コンセプト', '行事', '検討', '新た', 'スタート課題意識', '今後', 'まち', 'かお', '先日JUNSKYWALKERS', '認定記念', 'イベント', '開催', '本市ゆかり', 'ロックバンドJUNSKYWALKERS', '市内事業', '方々', '結成', 'チーム西東京', '皆さん', 'まち', 'ぎわいづくりの一環開催', 'バンドメンバー', '皆さん', '本市', '子ども', '交流提案', '認識', '取り組み', '所見']",
4202,本年３月新たな教育計画が策定されそこで市制施行迎える当たり教育は間の本市の教育の歩みどの評価し課題意識持ってこれからの教育施策取り組んでいくべきとか学校教育社会教育それぞれ課題意識踏まえ教育の特命事項特命担当の役割お示し,"['本年3月新た', '教育計画', '策定', '市制施行', '当たり教育', '間', '市', '教育', '評価', '課題意識', '教育施策', '学校教育社会教育それぞれ課題意識', '教育', '特命事項特命担当', '役割', '示し']",['教育計画']
4203,本年３月西東京障害基本計画が改定されそこで障のが主体生き生きと活動し安心して生活できる学齢終えたの就労学習や余暇活動など日中活動場所や居場所本市の基本な考え方課題取り組みの方向お示し,"['本年3月西東京障害基本計画', '改定', '主体', '活動', '安心', '生活', '学齢', '就労学習', '余暇活動', '日中活動場所', '居場所本市', '基本', '考え方課題取り組み', '方向', '示し']",
4204,地域回っていると犬の散歩しているよく見かけや猫のさまざまな相談いただくもそこで本市が目指す健康応援都市の視点から地域おける人と動物の共生の基本な考え方,"['地域', '犬', '散歩', '見かけ', '猫', 'さまざま', '相談', '市', '健康応援都市', '視点', '地域', '人', '動物', '共生', '基本', '考え方']",
4205,のといたし,[],
4206,〔市長登壇〕,[],
4207,	:◯市長（）の一般西東京誕生お答えし本市は令和１月合併からの節目迎えるとなり都市対等合併誕生本市は合併以前から地域お住まいののほか新た住民となられたも大変多くいらっしゃいな地域でからも機会住民の皆様の交流が一層深まる期待ととも地域のさまざまな課題尽力いただいた方々敬意表しながらとも迎えるができればと考えており今後は少子高齢が顕著なる状況でいか人まちの健康水準向上させるかが重要で人と人とのつながり重視しコミュニティ進め誰もが地域の一員全員参加の共生社会つくり上げるが必要でと考えておりこれら将来課題見据え来年２月市役所庁舎機能の再配置行い暫定が庁舎の統合行うであわせて組織の改正行う予定おりさまざまな課題対応体制構築住民福祉の向上図りさらなる市民サービスの充実も努めてまいり本市ゆかりのロックバンドのイベントつきましては市内事業の皆様が中心となりまちの活性大きくつながるであろう試みで市内企業や事業の皆様が連携図るイベント効果も広範わたり行政だけできない多くの試みが行われたは本市の魅力向上の可能探る意味でも期待の膨らむ内容でと考えており,"['', '市', '令和1月合併', '節目', '都市対等合併誕生', '市', '合併以前', '地域', '住まい', 'ほか新た住民', '大変', 'いらっしゃい', '地域', '機会住民', '交流', '期待', '地域', 'さまざま', '課題尽力', '方々敬意', '今後', '少子高齢', '顕著', '状況', '人まち', '健康水準向上', '重要', '人', '人', 'つながり重視', 'コミュニティ', '地域', '一員全員参加', '共生社会', '必要', 'これら将来課題', '来年2月市役所庁舎機能', '配置行い暫定', '庁舎', '統合', '組織', '改正', '予定', 'さまざま', '課題対応体制構築住民福祉', '向上', '市民サービス', '充実', '本市ゆかり', 'ロックバンド', 'イベント', '市内事業', '中心', 'まち', '活性', '試み', '市内企業', '事業', '連携', 'イベント効果', '広範', '行政', '多く', '試み', '市', '魅力向上', '可能', '意味', '期待', '内容']",
4208,次障害施策お答えし本市は昨年度障害基本計画の中間の見直し行い障害のの社会参加の支援重点推進項目の１つ位置づけ就労や日中活動社会参加対支援行っており国は第障害基本計画おいて共生社会の実現障害のがみずからの決定基づき社会のあらゆる活動参加し能力最大限発揮して自己実現できる支援基本理念掲げ雇用・就労経済自立の支援雇用前後の一貫支援や柔軟な働きの推進など位置づけており学校卒業の障害の方々が作業が終わった過ごす社会参加学習余暇活動の場や居場所はスポーツ支援事業や地域活動支援センターおけるプログラムなどへ参加される方々が年々増加しておりニーズが高まっていると認識しており障害のが一時な居場所だけなく生涯わたりさまざまな学習活動社会生活必要な学ぶ活動の場への参加余暇活動楽しめる取り組み進める他市の状況も参考検討してまいり,"['市', '昨年度障害基本計画', '中間', '見直し行い障害', '社会参加', '支援重点推進項目', '位置づけ就労', '日中活動社会参加対支援', '国', '障害基本計画', '共生社会', '実現障害の', 'みずから', '決定', '社会', '活動参加', '能力最大限発揮', '自己実現', '支援基本理念', '雇用', '就労経済自立', '支援雇用前後', '一貫支援', '柔軟', '働き', '推進', '学校卒業', '障害', '方々', '作業', '社会参加学習余暇活動', '場', '居場所', 'スポーツ支援事業', '地域活動支援センター', 'プログラム', '参加', '方々', '年々増加', 'ニーズ', '認識', '障害の', '一時', '居場所', '生涯', 'さまざま', '学習活動社会生活必要', '活動', '場', '参加余暇活動', '取り組み', '市', '状況', '参考検討']",
4209,最後人と動物の共生お答えし厚生労働省の愛玩動物の衛生管理の徹底ガイドラインおいて現在我が国多くの家庭で種々の動物が愛玩目的で飼育されと愛玩動物との距離が短縮し濃密な関係がつくられているとされており犬猫は数は年々増加傾向飼い主対して安らぎ与えるほか飼い主との心理な交流や相互依存関係も生ずるなど人間の生活対して有形無形の貢献してきたと示されており一方本市おきましては毎年ほどの犬の新規登録が早朝や夕方など犬連れて散歩市民の方々の姿見かけるが多くござい猫つきましても西東京地域猫の会よる猫の譲渡は毎回大変な盛況でなからペットへの関心の高が感じられるござい健康応援都市目指す本としましては生活環境が健康水準向上させるの重要な要素ととらえており犬や猫はじめと動物と人との共生が生活環境の充実つながると考えており,"['後人', '動物', '厚生労働省', '愛玩動物', '衛生管理', '徹底ガイドライン', '現在我が国多く', '家庭', '種々', '動物', '愛玩目的', '飼育', '愛玩動物', '距離', '短縮', '濃密', '関係', '犬猫', '数', '年々増加傾向飼い主', '安らぎ', 'ほか飼い主', '心理', '交流', '相互依存関係', '人間', '生活', '有形無形', '貢献', '市', '毎年', '犬', '新規登録', '早朝', '夕方', '犬', '散歩市民', '方々', '姿', '猫', '西東京地域猫', '会', '猫', '譲渡', '毎回大変', '盛況', 'ペット', '関心', '高', '健康応援都市', '本', '生活環境', '健康水準向上', '重要', '要素', '犬', '猫はじめ', '動物', '人', '共生', '生活環境', '充実']",['譲渡']
